"css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-901oao 4","css-4rbku5 2","css-4rbku5 href 5","css-901oao 5","css-4rbku5 3","css-4rbku5 href 6","css-901oao 6","css-901oao 7","css-901oao 8","css-901oao 9","css-4rbku5 href 7","css-901oao 10","css-4rbku5 4","css-4rbku5 href 8","css-901oao 11","css-4rbku5 href 9","css-9pa8cd src 2","css-4rbku5 href 10","css-9pa8cd src 3","css-4rbku5 5","css-4rbku5 href 11","css-901oao 12","css-4rbku5 href 13","css-901oao 18","css-901oao 19"
"https://twitter.com/C5_CDMX","https://pbs.twimg.com/profile_images/1676329137387065345/GB_9FRSN_bigger.jpg","https://twitter.com/C5_CDMX","C5 CDMX","@C5_CDMX","·","https://twitter.com/C5_CDMX/status/1655633398570835987","8 may.","Se informa que por un error derivado de trabajos de mantenimiento se envió por accidente el sonido de la alerta sísmica en 851 sitios de la Ciudad de México. 
Ofrecemos una disculpa por las molestias y afectaciones que este incidente ha provocado. 
(1/2)","","","","","","","1.257","3.403","6.251","https://twitter.com/C5_CDMX/status/1655633398570835987/analytics","2,3 M","#PRECAUCIÓN","https://twitter.com/hashtag/PRECAUCI%C3%93N?src=hashtag_click","","","","","","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1655631317709758465","8 may.","Ya los cóndores volando CDMX. Informamos en breve.","","","","","","","142","192","946","https://twitter.com/OHarfuch/status/1655631317709758465/analytics","268,6 mil","","","","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1653475866859454482","2 may.","Hoy compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","en","@TlahuacRenace","https://twitter.com/TlahuacRenace","detuvieron 5 integrantes de una célula delictiva perteneciente a “Los Gastones”, responsables de homicidios en el sur de la CDMX. Se aseguraron armas largas, armas cortas y una granada de fragmentación.","100","316","994","https://twitter.com/OHarfuch/status/1653475866859454482/analytics","68,8 mil","","","","https://twitter.com/OHarfuch/status/1653475866859454482/photo/1","https://pbs.twimg.com/media/FvJTiRvWwBIO03E?format=jpg&name=small","https://twitter.com/OHarfuch/status/1653475866859454482/photo/2","https://pbs.twimg.com/media/FvJTiRuWwBQMR0k?format=jpg&name=900x900","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1651956978565120000","28 abr.","Tras realizar acciones en","@TlalpanAl","https://twitter.com/TlalpanAl","y","@ALaMagdalenaC","https://twitter.com/ALaMagdalenaC",", para disminuir el Robo de vehículo compañeros de","112","512","1.606","https://twitter.com/OHarfuch/status/1651956978565120000/analytics","162,6 mil","","",", detuvieron a dos hombres relacionados con el robo de vehículos de lujo, se aseguraron 2 armas de fuego, documentación apócrifa y 3 vehículos con reporte de robo.","https://twitter.com/OHarfuch/status/1651956978565120000/photo/1","https://pbs.twimg.com/media/FuzuHbYaMAAmaCA?format=jpg&name=small","https://twitter.com/OHarfuch/status/1651956978565120000/photo/2","https://pbs.twimg.com/media/FuzuHbYagAMXZw_?format=jpg&name=360x360","@SSC_CDMX","https://twitter.com/SSC_CDMX","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1651032047341666306","25 abr.","Compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","atendieron el reporte de una riña entre personas que se agredieron a golpes y posteriormente realizaron disparos; hay un hombre detenido y un arma de fuego asegurada. Continuamos informando y faltan personas por detener.","","","","64","161","505","https://twitter.com/OHarfuch/status/1651032047341666306/analytics","55,4 mil","","","","","https://pbs.twimg.com/ext_tw_video_thumb/1651004384308862976/pu/img/wk8Asxb_Ah1rC2sC.jpg","","","","",":","","@isidrocorro","/ EL UNIVERSAL"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1650843679580454912","25 abr.","Al dar seguimiento a una denuncia por el asalto a una mujer en","@IztacalcoAl","https://twitter.com/IztacalcoAl",", compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a dos hombres presuntos responsables del asalto. No habrá impunidad ante hechos tan lamentables como estos.","88","340","1.197","https://twitter.com/OHarfuch/status/1650843679580454912/analytics","126,4 mil","","","Intento de asalto en Iztacalco deja una mujer herida. Al negarse a entregar su teléfono, el asaltante acciona un arma de fuego y le dispara en la oreja izquierda

VIDEO: ESPECIAL","https://twitter.com/OHarfuch/status/1650843679580454912/photo/1","https://pbs.twimg.com/media/Fuj5k5OaMAA1AxD?format=jpg&name=small","https://twitter.com/OHarfuch/status/1650843679580454912/photo/2","https://pbs.twimg.com/media/Fuj5k5GaUAAe0nt?format=jpg&name=small","","","1:25","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1646596774579130375","13 abr.","En la administración de la Dra","@Claudiashein","https://twitter.com/Claudiashein",", se ha incrementado en 54% el salario en","@SSC_CDMX","https://twitter.com/SSC_CDMX",",hoy también se entregaron reconocimientos a compañeros y compañeras destacadas que se suman a los 159 mil reconocimientos entregados ya.","69","159","665","https://twitter.com/OHarfuch/status/1646596774579130375/analytics","36 mil","","","","https://twitter.com/OHarfuch/status/1646596774579130375/photo/1","https://pbs.twimg.com/media/FtnjCgBX0AER6sm?format=jpg&name=small","https://twitter.com/OHarfuch/status/1646596774579130375/photo/2","https://pbs.twimg.com/media/FtnjCgFX0A46Awu?format=jpg&name=small","","","","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_bigger.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1646590437661220864","13 abr.","Premiamos a las y los mejores policías del mes evaluados por el","@elconsejomx","https://twitter.com/elconsejomx",". Una de las virtudes de nuestra estrategia de seguridad es la gran coordinación del gabinete de seguridad y el reconocimiento de nuestras y nuestros compañeros que salen a dar la vida para defender a l@s…","","","Mostrar más","155","544","1.229","https://twitter.com/Claudiashein/status/1646590437661220864/analytics","65,5 mil","","","","https://twitter.com/Claudiashein/status/1646590437661220864/photo/1","https://pbs.twimg.com/media/FtndRgkagAANnYY?format=jpg&name=360x360","https://twitter.com/Claudiashein/status/1646590437661220864/photo/2","https://pbs.twimg.com/media/FtndRhpakAIm3Fq?format=jpg&name=360x360","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1646306045122461696","12 abr.","En seguimiento a 7 órdenes de cateo cumplimentadas la semana pasada en 4 alcaldías y a labores de investigación, hoy se detuvo en","@Alc_Iztapalapa","https://twitter.com/Alc_Iztapalapa",", a otro integrante de este grupo que se dedicaba al narcomenudeo extorsión y a cometer homicidios en la zona sur de la","","https://twitter.com/OHarfuch/status/1643291463659167745/photo/1",".","60","264","818","https://twitter.com/OHarfuch/status/1646306045122461696/analytics","73,2 mil","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","En acciones simultáneas en","https://twitter.com/OHarfuch/status/1646306045122461696/photo/1","https://pbs.twimg.com/media/Ftjanz1akAAXhEq?format=jpg&name=small","https://twitter.com/OHarfuch/status/1646306045122461696/photo/2","https://pbs.twimg.com/media/Ftjanz2aIAAt3Bh?format=jpg&name=small","","https://twitter.com/OHarfuch/status/1643291463659167745/photo/2","@ALaMagdalenaC","","@GobMilpaAlta",","
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1645939796316139521","11 abr.","Muchas gracias al","@GobiernoMx","https://twitter.com/GobiernoMX",", a","@rosaicela_","https://twitter.com/rosaicela_",", y a los secretarios de","46","178","566","https://twitter.com/OHarfuch/status/1645939796316139521/analytics","28,4 mil","@CES_Morelos","https://twitter.com/CES_Morelos",",","https://twitter.com/OHarfuch/status/1645939796316139521/photo/1","https://pbs.twimg.com/media/FteNhPnaMAATmBe?format=jpg&name=900x900","https://twitter.com/OHarfuch/status/1645939796316139521/photo/2","https://pbs.twimg.com/media/FteNhPvaUAAraZq?format=jpg&name=small","@SS_Edomex","https://twitter.com/SS_Edomex",",","https://twitter.com/SSC_TLX","",""
"https://twitter.com/rosaicela_","https://pbs.twimg.com/profile_images/1557560158007468034/32idytpF_bigger.jpg","https://twitter.com/rosaicela_","Rosa Icela Rodríguez Velázquez","@rosaicela_","·","https://twitter.com/rosaicela_/status/1645887519861673984","11 abr.","Reconocemos el gran trabajo que se ha hecho en materia de seguridad en la","@Claudiashein","https://twitter.com/Claudiashein","por la coordinación","@OHarfuch","https://twitter.com/OHarfuch","leer descripción de la imagen","213","766","919","https://twitter.com/rosaicela_/status/1645887519861673984/analytics","33,8 mil","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","ALT","https://twitter.com/Claudiashein/status/1645886805798170624/photo/1","https://pbs.twimg.com/media/FtddU3yaIAEUSox?format=jpg&name=small","","","@lopezobrador_","https://twitter.com/lopezobrador_","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_bigger.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1645886805798170624","11 abr.","Con el gusto de estar siempre con la secretaria","@rosaicela_","https://twitter.com/rosaicela_",", quien desempeña una gran labor para la pacificación del país.","","","","613","584","1.198","https://twitter.com/Claudiashein/status/1645886805798170624/analytics","118,5 mil","","","","https://twitter.com/Claudiashein/status/1645886805798170624/photo/1","https://pbs.twimg.com/media/FtddU3yaIAEUSox?format=jpg&name=small","","","","","leer descripción de la imagen","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_bigger.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1645878333669003264","11 abr.","Asistimos a la Primera Reunión Regional de la Zona Centro 2023 de la Conferencia Nacional de Secretarias y Secretarios de Seguridad Pública. Agradecemos a la secretaria","@rosaicela_","https://twitter.com/rosaicela_","por la convocatoria, va a ser muy importante para ampliar la coordinación de nuestras entidades.…","","","Mostrar más","124","592","1.240","https://twitter.com/Claudiashein/status/1645878333669003264/analytics","58,4 mil","","","","https://twitter.com/Claudiashein/status/1645878333669003264/photo/1","https://pbs.twimg.com/media/FtdVnsaaEAA8CDZ?format=jpg&name=small","","","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_bigger.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1644167801945325568","6 abr.","No hay lesionados. El incendio ocurre en bodegas de cajas y tarimas de la central de abasto. Seguimos informando.","","","","","","","258","621","1.492","https://twitter.com/Claudiashein/status/1644167801945325568/analytics","178,9 mil","","","","","","","","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_bigger.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1644167099244245000","6 abr.","Llegan bomberos de diferentes zonas de la Ciudad, pipas de diferentes alcaldías. Seguridad ciudadana con cientos de elementos para controlar el incendio.","","","","","","","197","663","2.134","https://twitter.com/Claudiashein/status/1644167099244245000/analytics","359,7 mil","","","","","","","","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_bigger.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1644156321858551809","6 abr.","Incendio en la central de abasto. Zona de almacenamiento de cajas. Sin heridos reportados hasta ahora. Laborando","@SSC_CDMX","https://twitter.com/SSC_CDMX",", bomberos, protección civil y SACMEX. Se encuentra en el área DG de Central de Abasto y secretaria de protección civil. En breve más información.","","","","251","894","1.814","https://twitter.com/Claudiashein/status/1644156321858551809/analytics","203,2 mil","","","","","","","","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1643291463659167745","4 abr.","En acciones simultáneas en","@GobMilpaAlta","https://twitter.com/GobMilpaAlta",",","@TlalpanAl","https://twitter.com/TlalpanAl",",","72","278","1.046","https://twitter.com/OHarfuch/status/1643291463659167745/analytics","124,9 mil","@SEMAR_mx","https://twitter.com/SEMAR_mx","y","https://twitter.com/OHarfuch/status/1643291463659167745/photo/1","https://pbs.twimg.com/media/Fs4k23JaEAAdsv6?format=jpg&name=small","https://twitter.com/OHarfuch/status/1643291463659167745/photo/2","https://pbs.twimg.com/media/Fs4k23NaQAIfkC5?format=jpg&name=360x360","@ALaMagdalenaC","https://twitter.com/ALaMagdalenaC",", La","https://twitter.com/FiscaliaCDMX","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1638359716031000577","21 mar.","Gracias a la oportuna y valiente intervención de compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","del sector","@BJAlcaldia","https://twitter.com/BJAlcaldia",", se logró la detención de un hombre que momentos antes asaltó e hirió a un ciudadano en","72","339","1.555","https://twitter.com/OHarfuch/status/1638359716031000577/analytics","99 mil","#Nápoles","https://twitter.com/hashtag/N%C3%A1poles?src=hashtag_click","; se aseguró un arma de fuego y se recuperó lo robado.","","https://pbs.twimg.com/ext_tw_video_thumb/1638359694627737604/pu/img/KLOx3oFUa4Y88Yun.jpg","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1637868881879392298","20 mar.","Una rápida intervención de compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","en","@BJAlcaldia","https://twitter.com/BJAlcaldia",", permitió que se frustrara el asalto a una tienda de venta de computadoras y celulares;hay tres detenidos y una arma de fuego asegurada; además se recuperó la mercancía valuada en 8 millones de pesos.","78","343","1.463","https://twitter.com/OHarfuch/status/1637868881879392298/analytics","69,5 mil","","","","https://twitter.com/OHarfuch/status/1637868881879392298/photo/1","https://pbs.twimg.com/media/FrrhEO2WYFAaafw?format=jpg&name=small","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1636719219139301386","17 mar.","Derivado de una persecución que inició en","@SSC_CDMX","https://twitter.com/SSC_CDMX",", donde dos policías municipales fueron agredidos con armas de fuego,","@AlcaldiaAO","https://twitter.com/AlcaldiaAO","detuvo a 7 personas en","268","780","2.651","https://twitter.com/OHarfuch/status/1636719219139301386/analytics","263,8 mil","#Edomex","https://twitter.com/hashtag/Edomex?src=hashtag_click",". Lamentablemente, tenemos un compañero que perdió la vida, al igual que dos compañeros de EdoMex.","https://twitter.com/OHarfuch/status/1636719219139301386/photo/1","https://pbs.twimg.com/media/FrbLdDKaUAEE7t0?format=jpg&name=small","https://twitter.com/OHarfuch/status/1636719219139301386/photo/2","https://pbs.twimg.com/media/FrbLdDLaUAAaDjM?format=jpg&name=small","","","","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_bigger.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1636541792601473024","16 mar.","En seguimiento a la investigación del atentado en contra de","@CiroGomezL","https://twitter.com/CiroGomezL",", esta noche fue detenida por","@SSC_CDMX","https://twitter.com/SSC_CDMX","y","121","894","1.646","https://twitter.com/Claudiashein/status/1636541792601473024/analytics","86 mil","","","con apoyo de CNI una mujer Leslie “N” quien también se le relaciona con casos de extorsión; se suma a las 12 personas ya detenidas.","https://twitter.com/Claudiashein/status/1636541792601473024/photo/1","https://pbs.twimg.com/media/FrYqFh3aEAAaZLB?format=jpg&name=900x900","","","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1636353981738897409","16 mar.","Compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","en","@AlcCuajimalpa","https://twitter.com/AlcCuajimalpa","detuvieron a un hombre que ocultaba dos paquetes con aparente cocaína en un compartimento debajo del asiento de un vehículo.","188","362","1.643","https://twitter.com/OHarfuch/status/1636353981738897409/analytics","222,8 mil","","","0:20","","https://pbs.twimg.com/ext_tw_video_thumb/1636353938898440192/pu/img/4Szc7OTUCfm6b2aL.jpg","","","","","","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_bigger.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1636120315695644672","15 mar.","Hace 7 meses reforzamos la Estrategia de seguridad y construcción de la paz en Cuautepec, en la Alcaldía GAM. 

El resultado es la disminución de 56% en homicidios dolosos y de 20% en delitos de alto impacto.  

Seguimos construyendo una ciudad segura y en paz.","","","","","","","93","482","1.086","https://twitter.com/Claudiashein/status/1636120315695644672/analytics","50,3 mil","","","","https://twitter.com/Claudiashein/status/1636120315695644672/photo/1","https://pbs.twimg.com/media/FrSqwNjaMAIg8WP?format=jpg&name=360x360","https://twitter.com/Claudiashein/status/1636120315695644672/photo/2","https://pbs.twimg.com/media/FrSqwNjaMAAC5XW?format=jpg&name=360x360","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1635413562545029120","13 mar.","Cuatro valientes compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","fueron ascendidos de grado, tras repeler una agresión por arma de fuego y evitar el robo a un automovilista el viernes pasado en","@Alc_Iztapalapa","https://twitter.com/Alc_Iztapalapa",", sus acciones llenan de orgullo a todos en","107","226","1.458","https://twitter.com/OHarfuch/status/1635413562545029120/analytics","48,6 mil","#SSC","https://twitter.com/hashtag/SSC?src=hashtag_click","","https://twitter.com/OHarfuch/status/1635413562545029120/photo/1","https://pbs.twimg.com/media/FrIn9z-X0AMIGj8?format=jpg&name=small","","","","","","","",""
"https://twitter.com/evelyn_parraA","https://pbs.twimg.com/profile_images/1580256560659431458/1y2yrnZm_bigger.jpg","https://twitter.com/evelyn_parraA","EVELYN PARRA","@evelyn_parraA","·","https://twitter.com/evelyn_parraA/status/1635407734362501124","13 mar.","En compañía del Secretario de Seguridad Ciudadana,","@OHarfuch","https://twitter.com/OHarfuch",", recorrimos las instalaciones del Centro de Monitoreo y Atención a Emergencias","","",", donde se observó la labor de los monitoristas para alertar las acciones de la delincuencia a través de las más de 800 videocámaras.","20","100","261","https://twitter.com/evelyn_parraA/status/1635407734362501124/analytics","16,5 mil","#C4","https://twitter.com/hashtag/C4?src=hashtag_click","","https://twitter.com/evelyn_parraA/status/1635407734362501124/photo/1","https://pbs.twimg.com/media/FrIiqKhXsAEWMsc?format=jpg&name=360x360","https://twitter.com/evelyn_parraA/status/1635407734362501124/photo/2","https://pbs.twimg.com/media/FrIiqWJWAAU5wnh?format=jpg&name=360x360","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1634305640389640196","10 mar.","Hoy asaltaron a un conductor en","@Alc_Iztapalapa","https://twitter.com/Alc_Iztapalapa","compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","atendieron la denuncia y se logró la detención de 2 hombres responsables del asalto y de abrir fuego en contra de los compañeros. Hay un delincuente herido. Nuestros compañeros serán ascendidos y reconocidos.","134","394","2.004","https://twitter.com/OHarfuch/status/1634305640389640196/analytics","74,9 mil","","","","https://twitter.com/OHarfuch/status/1634305640389640196/photo/1","https://pbs.twimg.com/media/Fq44UOJaAAAB95_?format=jpg&name=small","https://twitter.com/OHarfuch/status/1634305640389640196/photo/2","https://pbs.twimg.com/media/Fq44UOJacAAFDNQ?format=jpg&name=360x360","","","","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_bigger.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1629265851886211072","24 feb.","Para tener la mejor policía del país capacitamos a nuestr@s elementos en el Centro de Entrenamiento de Realidad Virtual, que es el tercero en su tipo en el mundo, solo se encuentra en Estados Unidos, Israel y ahora en la Ciudad de México.

Conózcanlo.","","","","","","","162","428","1.076","https://twitter.com/Claudiashein/status/1629265851886211072/analytics","66,9 mil","#CiudadSegura","https://twitter.com/hashtag/CiudadSegura?src=hashtag_click","","","https://pbs.twimg.com/amplify_video_thumb/1629264193580052480/img/Zr7Qg9sxtPaBn7vQ.jpg","","","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1629237122774487040","24 feb.","Por una alerta de disparos recibida en","@C5_CDMX","https://twitter.com/C5_CDMX","personal de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvo a una persona que acababa de cometer un homicidio y además hirió a una persona más. Reconocemos a los equipos de Zorros y Cóndores por la arriesgada detención que realizaron cuando fueron agredidos.","261","799","4.614","https://twitter.com/OHarfuch/status/1629237122774487040/analytics","703,5 mil","","","","https://twitter.com/OHarfuch/status/1629237122774487040/photo/1","https://pbs.twimg.com/media/Fpw2hkoaEAAQ9OY?format=jpg&name=small","https://twitter.com/OHarfuch/status/1629237122774487040/photo/2","https://pbs.twimg.com/media/Fpw2hkpaQAAP-Y0?format=jpg&name=small","","","","","",""
"https://twitter.com/rosaicela_","https://pbs.twimg.com/profile_images/1557560158007468034/32idytpF_bigger.jpg","https://twitter.com/rosaicela_","Rosa Icela Rodríguez Velázquez","@rosaicela_","·","https://twitter.com/rosaicela_/status/1628878267250769920","23 feb.","tuvimos reunión de trabajo con","@Claudiashein","https://twitter.com/Claudiashein",", Luis Cresencio Sandoval,","@hectorslimseade","https://twitter.com/hectorslimseade",", David Córdova,","260","887","1.166","https://twitter.com/rosaicela_/status/1628878267250769920/analytics","74,8 mil","#Hoy","https://twitter.com/hashtag/Hoy?src=hashtag_click","y","https://twitter.com/rosaicela_/status/1628878267250769920/photo/1","https://pbs.twimg.com/media/FprwJh1WYAESlWd?format=jpg&name=360x360","https://twitter.com/rosaicela_/status/1628878267250769920/photo/2","https://pbs.twimg.com/media/FprwJiZX0AoU6Ab?format=jpg&name=360x360","@arturomedinap","https://twitter.com/arturomedinap",". La coordinación entre las diferentes instancias y niveles de gobierno es fundamental para avanzar en la","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1628199149689622531","21 feb.","En","@ALaMagdalenaC","https://twitter.com/ALaMagdalenaC",", compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a 3 personas, 2 de ellos extranjeros,tras una infracción vial; se les aseguró un vehículo que ocultaba droga sintética en un compartimiento y un arma de fuego. Gracias a revisiones preventivas, inhibimos delitos.","112","473","1.872","https://twitter.com/OHarfuch/status/1628199149689622531/analytics","162 mil","","","","","https://pbs.twimg.com/ext_tw_video_thumb/1628199082748682242/pu/img/GhktT8hp_inVcYFq.jpg","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1628025226377175042","21 feb.","Gracias a la confianza de los ciudadanos en seguimiento a una denuncia por robo y privación de la libertad,","@SSC_CDMX","https://twitter.com/SSC_CDMX","y","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","realizaron dos acciones,en","113","329","1.287","https://twitter.com/OHarfuch/status/1628025226377175042/analytics","153,2 mil","","","y","","","","","@A_VCarranza","https://twitter.com/A_VCarranza",", detuvieron a 4 personas implicadas; 3 de con orden de aprehensión por secuestro exprés.","","@AlcCuauhtemocMx","0:36"
