"css-4rbku5 href","css-9pa8cd src","css-4rbku5 href 2","css-901oao","css-901oao 2","css-901oao 3","css-4rbku5 href 4","css-4rbku5","css-901oao 4","css-4rbku5 2","css-4rbku5 href 5","css-901oao 5","css-4rbku5 3","css-4rbku5 href 6","css-901oao 6","css-901oao 7","css-901oao 8","css-901oao 9","css-4rbku5 href 7","css-901oao 10","css-4rbku5 4","css-4rbku5 href 8","css-901oao 11","css-4rbku5 href 9","css-9pa8cd src 2","css-4rbku5 href 10","css-9pa8cd src 3","css-4rbku5 5","css-4rbku5 href 11","css-901oao 12","css-4rbku5 href 13","css-901oao 18","css-901oao 19"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1684351154459664384","23h","En","@SSC_CDMX","https://twitter.com/SSC_CDMX","no toleramos la corrupción, la impunidad, ni actos fuera de la ley, los policías que aparecen en un video y son señalados de abuso de autoridad, serán sancionados y destituidos e investigados de cualquier delito en conjunto con","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","Cero impunidad.","662","564","2.044","https://twitter.com/OHarfuch/status/1684351154459664384/analytics","237,6 mil","","","","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1684192917152227328","26 jul.","En","@AzcapotzalcoMx","https://twitter.com/AzcapotzalcoMx","compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a un hombre responsable de despojar de dinero en efectivo a un ciudadano que realizó el cambio de divisas en el","60","330","1.151","https://twitter.com/OHarfuch/status/1684192917152227328/analytics","42,1 mil","#AICM","https://twitter.com/hashtag/AICM?src=hashtag_click",", tras una persecución y con apoyo del  C5 se logró su detención.","https://twitter.com/OHarfuch/status/1684192917152227328/photo/1","https://pbs.twimg.com/media/F190h37WYAECZE0?format=jpg&name=360x360","https://twitter.com/OHarfuch/status/1684192917152227328/photo/2","https://pbs.twimg.com/media/F190h36WYAEkB-Y?format=jpg&name=small","","","","","",""
"","","","Tweet promocionado","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1683998272258539522","25 jul.","En seguimiento a la investigación por el decomiso de más de 200 kg de droga,","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvo a dos hombres y ubicó una camioneta con un compartimiento oculto en el cual se trasladaban estupefacientes en","@A_VCarranza","https://twitter.com/A_VCarranza","; se aseguraron 9 kg de cocaína y 8 bolsas con droga a granel.","32","293","967","https://twitter.com/OHarfuch/status/1683998272258539522/analytics","33,7 mil","","","","https://twitter.com/OHarfuch/status/1683998272258539522/photo/1","https://pbs.twimg.com/media/F17DgD9acAEV8-E?format=jpg&name=small","https://twitter.com/OHarfuch/status/1683998272258539522/photo/2","https://pbs.twimg.com/media/F17DgD7aQAA2kcK?format=jpg&name=small","","","","","",""
"","","","Who to follow","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://twitter.com/GN_Carreteras","https://pbs.twimg.com/profile_images/1184178729062412288/41lDSgy5_bigger.jpg","https://twitter.com/GN_Carreteras","Doña Dulcinea del Toboso y 6 más lo siguen","Guardia Nacional Carreteras","@GN_Carreteras","","","Seguir","","","Haz clic para Seguir GN_Carreteras","","","La Guardia Nacional te brinda información sobre condiciones de vialidad en carreteras federales.","","","","","","","","","","","","","","","","","",""
"https://twitter.com/FGRMexico","https://pbs.twimg.com/profile_images/1095906067983335424/H5AHMNcQ_bigger.jpg","https://twitter.com/FGRMexico","AleMTB2050 y 37 más lo siguen","FGR México","@FGRMexico","","","Seguir","","","Haz clic para Seguir FGRMexico","","","Fiscalía General de la República","","","","","","","","","","","","","","","","","",""
"https://twitter.com/SandraCuevas_","https://pbs.twimg.com/profile_images/1618394429420707841/CVUwbrQT_bigger.jpg","https://twitter.com/SandraCuevas_","Diana Karina Barreras y 5 más lo siguen","Sandra Cuevas","@SandraCuevas_","https://twitter.com/search?q=%23Cuauht%C3%A9moc&src=hashtag_click","#Cuauhtémoc","Seguir","","","Haz clic para Seguir SandraCuevas_","","","Primera Alcaldesa en","| Doctorante en Derecho| Solo Dios pone y quita reyes (Daniel 2:21).","","","","","","","","","","","","","","","","",""
"https://twitter.com/i/connect_people?user_id=1053388207","","","Show more","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1683953364042915840","25 jul.","En días pasados, en una taquería de","@Alcaldia_Coy","https://twitter.com/Alcaldia_Coy","ocurrió el homicidio de un hombre. En seguimiento a investigaciones, compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron al responsable; le aseguraron una subametralladora, cocaína y marihuana. Los actos de violencia en","56","291","875","https://twitter.com/OHarfuch/status/1683953364042915840/analytics","30,8 mil","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","no quedarán impunes.","https://twitter.com/OHarfuch/status/1683953364042915840/photo/1","https://pbs.twimg.com/media/F16aqFhaIAA-I_K?format=jpg&name=small","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1679505068704550912","13 jul.","Hoy un conductor de transporte público que venía de Toluca pidió ayuda a compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","que detuvieron a un hombre en","@AlcaldiaMHmx","https://twitter.com/AlcaldiaMHmx",", responsable de despojar de sus pertenecias a los pasajeros; durante la detención 2 compañeros resultaron heridos por arma blanca.","71","344","962","https://twitter.com/OHarfuch/status/1679505068704550912/analytics","66,3 mil","","","","https://twitter.com/OHarfuch/status/1679505068704550912/photo/1","https://pbs.twimg.com/media/F07M9NgacAATBmT?format=jpg&name=small","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1679144880923361283","12 jul.","En seguimiento a la investigación por el homicidio de una persona en la estación","@MetroCDMX","https://twitter.com/MetroCDMX","del","@SSC_CDMX","https://twitter.com/SSC_CDMX",", compañeros de","68","240","757","https://twitter.com/OHarfuch/status/1679144880923361283/analytics","71,5 mil","#BellasArtes","https://twitter.com/hashtag/BellasArtes?src=hashtag_click","detuvieron en","https://twitter.com/OHarfuch/status/1679144880923361283/photo/1","https://pbs.twimg.com/media/F02FXa0akAEnYYV?format=jpg&name=small","","","@A_VCarranza","https://twitter.com/A_VCarranza","a un hombre relacionado con este lamentable hecho.","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1678402581532487684","10 jul.","Al atender un reporte de disparos en","@A_VCarranza","https://twitter.com/A_VCarranza",", compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a cuatro hombres que portaban tres armas de fuego y droga. Estos sujetos, identificados como generadores de violencia, ya no podrán causar más daño a nuestra ciudad.","145","406","1.534","https://twitter.com/OHarfuch/status/1678402581532487684/analytics","80,4 mil","","","","https://twitter.com/OHarfuch/status/1678402581532487684/photo/1","https://pbs.twimg.com/media/F0riQFjWwAA4GM8?format=jpg&name=900x900","https://twitter.com/OHarfuch/status/1678402581532487684/photo/2","https://pbs.twimg.com/media/F0riQFpXgAYZb-p?format=jpg&name=360x360","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1678125572533223433","9 jul.","Hoy el Jefe de Gobierno","@martibatres","https://twitter.com/martibatres","inauguró las nuevas instalaciones de la Brigada de Vigilancia Animal, la cual contrarresta el abandono de animales en la ciudad. Muchas gracias a mis compañeros de la","@LetyVarela","https://twitter.com/LetyVarela","y a","71","245","967","https://twitter.com/OHarfuch/status/1678125572533223433/analytics","48,9 mil","#BVA","https://twitter.com/hashtag/BVA?src=hashtag_click","por todos los rescates de animales que han hecho.","https://twitter.com/OHarfuch/status/1678125572533223433/photo/1","https://pbs.twimg.com/media/F0nmT1PXoAEGKgS?format=jpg&name=small","https://twitter.com/OHarfuch/status/1678125572533223433/photo/2","https://pbs.twimg.com/media/F0nmT1RXsAIxcm-?format=jpg&name=small","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1678063511212048385","9 jul.","Compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX",", que apoyan en la seguridad del","@AICM_mx","https://twitter.com/AICM_mx",", detuvieron a una persona  que transportaba más de 5 millones de pesos. En la Ciudad de México realizamos esfuerzos coordinados para combatir las operaciones con recursos de procedencia ilícita.","176","317","1.032","https://twitter.com/OHarfuch/status/1678063511212048385/analytics","119,5 mil","","","","https://twitter.com/OHarfuch/status/1678063511212048385/photo/1","https://pbs.twimg.com/media/F0mt3qsXoAYJgQO?format=jpg&name=small","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1677493545182326786","7 jul.","Derivado de denuncias por acoso a varias mujeres de un equipo de fútbol, compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron al presunto  responsable en","@Alcaldia_Coy","https://twitter.com/Alcaldia_Coy",". En","327","998","4.649","https://twitter.com/OHarfuch/status/1677493545182326786/analytics","422,2 mil","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","no toleraremos casos que atenten contra la integridad física de mujeres y niñas.","https://twitter.com/OHarfuch/status/1677493545182326786/photo/1","https://pbs.twimg.com/media/F0enfQDaAAACv7w?format=jpg&name=small","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1677126118678097920","6 jul.","En","@AzcapotzalcoMx","https://twitter.com/AzcapotzalcoMx",", compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a 3 delincuentes relacionados con la privación ilegal de la libertad de un comerciante; se les aseguró un arma de fuego. Estos generadores de violencia ya no harán más daño a la capital y sus habitantes.","89","289","1.185","https://twitter.com/OHarfuch/status/1677126118678097920/analytics","80,7 mil","","","","https://twitter.com/OHarfuch/status/1677126118678097920/photo/1","https://pbs.twimg.com/media/F0ZZUKnX0AAeGn7?format=jpg&name=small","https://twitter.com/OHarfuch/status/1677126118678097920/photo/2","https://pbs.twimg.com/media/F0ZZUKqXoAEsD64?format=jpg&name=small","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1675948594904330241","3 jul.","Hoy","@SSC_CDMX","https://twitter.com/SSC_CDMX","con apoyo de CNI detuvieron al segundo responsable de participar de manera directa en el robo de Antara en","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","; reiteramos el compromiso de detener a todos los responsables de este hecho tan lamentable que le robó la paz a muchos ciudadanos","271","677","1.936","https://twitter.com/OHarfuch/status/1675948594904330241/analytics","302,5 mil","","https://twitter.com/OHarfuch/status/1673667689460510722/photo/1","Del robo a la joyería en Antara Polanco informamos que ya se logró la primera detención después de realizar varias acciones operativas durante la noche. Faltan más personas por detener y este hecho no quedará impune en nuestra Ciudad. Todos serán detenidos.","https://twitter.com/OHarfuch/status/1675948594904330241/photo/1","https://pbs.twimg.com/media/F0IqXH7aQAAVtpy?format=jpg&name=small","https://twitter.com/OHarfuch/status/1675948594904330241/photo/2","https://pbs.twimg.com/media/F0IqXH-acAAN0ml?format=jpg&name=small","@AlcaldiaMHmx","https://twitter.com/AlcaldiaMHmx","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1674873005866983429","30 jun.","La","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvo al presunto feminicida de  Melanie,también dedicado a la tala clandestina en Huitzilac, buscado por la","@Fiscalia_Mor","https://twitter.com/Fiscalia_Mor",".
Se le aseguró un  arma de fuego y droga.","40","184","663","https://twitter.com/OHarfuch/status/1674873005866983429/analytics","49 mil","","","cumplimentará la orden de aprehensión. 
No permitiremos que este caso quede impune.","https://twitter.com/OHarfuch/status/1674873005866983429/photo/1","https://pbs.twimg.com/media/Fz5YHwFWAAIgMDx?format=jpg&name=900x900","","","@PDI_FGJCDMX","https://twitter.com/PDI_FGJCDMX","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1674507542628818944","29 jun.","Felicito a mis compañeros de","@martibatres","https://twitter.com/martibatres","quienes hoy fueron ascendidos y condecorados por el Jefe de Gobierno","","",". Gracias por proteger las vialidades de la capital y brindarle un entorno más seguro a la ciudadanía. Agradezco el liderazgo del subsecretario Francisco Moreno","154","222","1.179","https://twitter.com/OHarfuch/status/1674507542628818944/analytics","65,1 mil","#Tránsito","https://twitter.com/hashtag/Tr%C3%A1nsito?src=hashtag_click","","https://twitter.com/OHarfuch/status/1674507542628818944/photo/1","https://pbs.twimg.com/media/Fz0Lu5jaAAAAj0w?format=jpg&name=small","https://twitter.com/OHarfuch/status/1674507542628818944/photo/2","https://pbs.twimg.com/media/Fz0Lu7daUAAjApw?format=jpg&name=small","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1674223260643500032","28 jun.","Hace unos minutos, después del intento de robo a un ciudadano que retiró dinero de una casa de cambio en el","@SSC_CDMX","https://twitter.com/SSC_CDMX",", compañeros de","","","detuvieron a 2 hombres por estos hechos uno de ellos portaba un arma de fuego.","94","405","1.755","https://twitter.com/OHarfuch/status/1674223260643500032/analytics","92,4 mil","#AICM","https://twitter.com/hashtag/AICM?src=hashtag_click","","https://twitter.com/OHarfuch/status/1674223260643500032/photo/1","https://pbs.twimg.com/media/FzwJLdeaIAA8CRC?format=jpg&name=900x900","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1673667689460510722","27 jun.","Del robo a la joyería en Antara Polanco informamos que ya se logró la primera detención después de realizar varias acciones operativas durante la noche. Faltan más personas por detener y este hecho no quedará impune en nuestra Ciudad. Todos serán detenidos.","","","","","","","1.228","2.515","9.117","https://twitter.com/OHarfuch/status/1673667689460510722/analytics","1,3 M","","","","https://twitter.com/OHarfuch/status/1673667689460510722/photo/1","https://pbs.twimg.com/media/FzoP4_aXwAMAqvr?format=jpg&name=360x360","","","","","","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_bigger.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1669012206728667136","14 jun.","Hoy inauguramos un nuevo edificio para la Universidad de la Policía de la Ciudad de México que tiene capacidad para 500 policías, 250 para mujeres y 250 para hombres. Esta infraestructura contribuirá a fortalecer su trabajo, su capacitación y su formación para mayor bienestar de…","","","","","","Mostrar más","473","854","2.437","https://twitter.com/Claudiashein/status/1669012206728667136/analytics","201,3 mil","","","","https://twitter.com/Claudiashein/status/1669012206728667136/photo/1","https://pbs.twimg.com/media/FymFwSaaMAE1QjP?format=jpg&name=small","","","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1668365084299771904","12 jun.","Nuestra obligación es garantizar el cumplimiento de la ley con ética, con profesionalismo y con apego a los derechos constitucionales.","","","","","","","468","703","2.905","https://twitter.com/OHarfuch/status/1668365084299771904/analytics","407,8 mil","","","","","https://pbs.twimg.com/ext_tw_video_thumb/1668364997423140865/pu/img/6CDrRqh2BMUAWqOg.jpg","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1666878719280164864","8 jun.","En seguimiento a una investigación la","@SSC_CDMX","https://twitter.com/SSC_CDMX",",","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","y","116","328","1.056","https://twitter.com/OHarfuch/status/1666878719280164864/analytics","64,6 mil","","","desarticuló una organización delictiva dedicada a la extorsión a través de un call center  en","","","","","@GN_MEXICO_","https://twitter.com/GN_MEXICO_","; se aseguraron más de 800 kg de droga.  15 detenidos al momento.","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1666801962233507842","8 jun.","Compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron en  la estación","@MetroCDMX","https://twitter.com/MetroCDMX","del","74","252","706","https://twitter.com/OHarfuch/status/1666801962233507842/analytics","49,3 mil","#Zaragoza","https://twitter.com/hashtag/Zaragoza?src=hashtag_click","a un hombre con aproximadamente 10 kilogramos de cable de cobre, esta detención se suma a las otras que hemos realizado para evitar robo de cable que puede afectar  el funcionamiento del Metro.","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1666519475435495424","7 jun.","Cerca de dos mil vehículos han sido llevados a diversos depósitos vehiculares en la","","",", en lo que va de 2023, gracias al programa de Chatarrización. Con estas acciones, la Subsecretaría de Control de","","","en coordinación con las Alcaldías brinda espacios seguros y libres.","67","136","408","https://twitter.com/OHarfuch/status/1666519475435495424/analytics","36,7 mil","#CDMX","https://twitter.com/hashtag/CDMX?src=hashtag_click","","https://twitter.com/OHarfuch/status/1666519475435495424/photo/1","https://pbs.twimg.com/media/FyCqoLVacAA0zME?format=jpg&name=small","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1666414511627321344","7 jun.","En","@AlcCuauhtemocMx","https://twitter.com/AlcCuauhtemocMx",", compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","repelieron la agresión de dos hombres relacionados con la privación ilegal de la libertad de una persona. Uno de los responsables perdió la vida y el otro fue detenido. 
Estoy en comunicación directa con los compañeros y están bien.","48","188","838","https://twitter.com/OHarfuch/status/1666414511627321344/analytics","60,5 mil","","","","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1664327956326391818","1 jun.","Por instrucciones de la Dra","@Claudiashein","https://twitter.com/Claudiashein","iniciamos la estrategia","@JoseCarlosXoch","https://twitter.com/JoseCarlosXoch","con la cual se refuerzan acciones operativas y de seguridad para brindarle a los habitantes y turistas espacios seguros. Agradezco al alcalde","91","161","554","https://twitter.com/OHarfuch/status/1664327956326391818/analytics","35,3 mil","#XochimilcoSeguro","https://twitter.com/hashtag/XochimilcoSeguro?src=hashtag_click","por su apoyo y confianza.","https://twitter.com/OHarfuch/status/1664327956326391818/photo/1","https://pbs.twimg.com/media/FxjhdGyWIA0gXv3?format=jpg&name=small","https://twitter.com/OHarfuch/status/1664327956326391818/photo/2","https://pbs.twimg.com/media/FxjhdGzWIAkJQjD?format=jpg&name=small","","","","","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_bigger.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1664326824304984065","1 jun.","En todas las alcaldías de la Ciudad de México hemos disminuido los delitos de alto impacto, pero hay alcaldías que requieren mayor atención para construir mayor paz y tranquilidad, por ello presentamos hoy el Plan Xochimilco Seguro junto con el alcalde","@JoseCarlosXoch","https://twitter.com/JoseCarlosXoch","y todo el…","","","Mostrar más","388","532","1.505","https://twitter.com/Claudiashein/status/1664326824304984065/analytics","159 mil","","","·","https://twitter.com/Claudiashein/status/1664326824304984065/photo/1","https://pbs.twimg.com/media/Fxjf1ZvaYAEic7q?format=jpg&name=small","","","","","leer descripción de la imagen","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1663717196365791237","30 may.","En seguimiento a las investigaciones para evitar la venta de animales en peligro de extinción, en","@TuAlcaldiaGAM","https://twitter.com/TuAlcaldiaGAM",", compañeros de","@SSC_CDMX","https://twitter.com/SSC_CDMX","detuvieron a una persona que transportaba un cachorro de tigre, la","97","295","1.153","https://twitter.com/OHarfuch/status/1663717196365791237/analytics","65,4 mil","#BVA","https://twitter.com/hashtag/BVA?src=hashtag_click","ya lo tiene en resguardo y la","https://twitter.com/OHarfuch/status/1663717196365791237/photo/1","https://pbs.twimg.com/media/FxavHj1WAAc5G2F?format=jpg&name=small","https://twitter.com/OHarfuch/status/1663717196365791237/photo/2","https://pbs.twimg.com/media/FxavHj1WIAcbYAo?format=jpg&name=small","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX","seguirá las indagatorias.","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1661942027922329601","25 may.","Hace unos minutos mi compañero de SSC se enfrentó solo a 4 delincuentes que estaban asaltando y agrediendo a las personas que se encontraban en el lugar; le dispararon, y al defenderse uno de los agresores  perdió la vida. Nuestro compañero tiene todo el apoyo y reconocimiento.","","","","","","","1.688","4.010","25 mil","https://twitter.com/OHarfuch/status/1661942027922329601/analytics","1,2 M","","","","","https://pbs.twimg.com/ext_tw_video_thumb/1661941996402135041/pu/img/XVJ6tIs-pkwHMf0K.jpg","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1657017502675742727","12 may.","Nuestro reconocimiento a los valientes compañeros que ayer cuando realizaban una acción en contra de una célula de extorsionadores, fueron agredidos con disparos, uno de nuestros compañeros resultó herido y un delincuente perdió la vida.  Nuestro compañero está en recuperación.","","","","","","","100","256","1.259","https://twitter.com/OHarfuch/status/1657017502675742727/analytics","101,4 mil","","","","","","","","","","","","",""
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1656748134704513024","11 may.","Resultado de la coordinación con","@SEMAR_mx","https://twitter.com/SEMAR_mx","y","@FiscaliaCDMX","https://twitter.com/FiscaliaCDMX",", la","98","379","1.030","https://twitter.com/OHarfuch/status/1656748134704513024/analytics","157,5 mil","","","detuvo a 3 extranjeros integrantes  de una célula delictiva con operación en","https://twitter.com/OHarfuch/status/1656748134704513024/photo/1","https://pbs.twimg.com/media/Fv3zoLcaQAAKtPl?format=jpg&name=small","","https://pbs.twimg.com/ext_tw_video_thumb/1656748109526097920/pu/img/IT2qBSasXhu71fkw.jpg","@SSC_CDMX","https://twitter.com/SSC_CDMX",",","https://twitter.com/AlcCuauhtemocMx","",""
"https://twitter.com/Claudiashein","https://pbs.twimg.com/profile_images/1658185823010066433/ADCtGM0f_bigger.jpg","https://twitter.com/Claudiashein","Dra. Claudia Sheinbaum","@Claudiashein","·","https://twitter.com/Claudiashein/status/1656436051425075200","10 may.","Esta tarde emitiremos un decreto en la Gaceta Oficial para que las mujeres policías tengan garantizado el total de sus percepciones salariales durante su periodo de maternidad. 

Estas percepciones incluyen su sueldo base, así como prestaciones ordinarias y extraordinarias.","","","","","","","277","729","1.855","https://twitter.com/Claudiashein/status/1656436051425075200/analytics","132,3 mil","","","","https://twitter.com/Claudiashein/status/1656436051425075200/photo/1","https://pbs.twimg.com/media/FvzXzrEXgAIX3rF?format=jpg&name=small","","","","","","https://twitter.com/OHarfuch","retwitteó","Omar Garcia Harfuch"
"https://twitter.com/OHarfuch","https://pbs.twimg.com/profile_images/1230959548527022080/VQiMVUJI_bigger.jpg","https://twitter.com/OHarfuch","Omar Garcia Harfuch","@OHarfuch","·","https://twitter.com/OHarfuch/status/1655689698579234818","8 may.","Muchas Felicidades a las y los compañeros de la","@SSC_CDMX","https://twitter.com/SSC_CDMX","de","","","que hoy fueron ascendidos . Gracias por servir a la ciudadanía con profesionalismo; agradezco a su Director Lorenzo Gutiérrez Ibáñez, por su compromiso y liderazgo en la corporación.","78","125","621","https://twitter.com/OHarfuch/status/1655689698579234818/analytics","44,1 mil","#PolicíaAuxiliar","https://twitter.com/hashtag/Polic%C3%ADaAuxiliar?src=hashtag_click","","https://twitter.com/OHarfuch/status/1655689698579234818/photo/1","https://pbs.twimg.com/media/FvoxARXWAAEB7bb?format=jpg&name=small","https://twitter.com/OHarfuch/status/1655689698579234818/photo/2","https://pbs.twimg.com/media/FvoxARZXwAATYKq?format=jpg&name=small","","","","","",""
